Date,IsHoliday,Month,Day,Hour,Minute,DayOfWeek,Season,Daylight time,Hora,EPV
10/2/2016 20:45,0,10,2,20,45,1,Autumn,summer-time,20:45,0
10/2/2016 21:00,0,10,2,21,0,1,Autumn,summer-time,21:0,0
10/2/2016 21:15,0,10,2,21,15,1,Autumn,summer-time,21:15,0
10/2/2016 21:30,0,10,2,21,30,1,Autumn,summer-time,21:30,0
10/2/2016 21:45,0,10,2,21,45,1,Autumn,summer-time,21:45,0
10/2/2016 22:00,0,10,2,22,0,1,Autumn,summer-time,22:0,0
10/2/2016 22:15,0,10,2,22,15,1,Autumn,summer-time,22:15,0
10/2/2016 22:30,0,10,2,22,30,1,Autumn,summer-time,22:30,0
10/2/2016 22:45,0,10,2,22,45,1,Autumn,summer-time,22:45,0
10/2/2016 23:00,0,10,2,23,0,1,Autumn,summer-time,23:0,0
10/2/2016 23:15,0,10,2,23,15,1,Autumn,summer-time,23:15,0
10/2/2016 23:30,0,10,2,23,30,1,Autumn,summer-time,23:30,0
10/2/2016 23:45,0,10,2,23,45,1,Autumn,summer-time,23:45,0
10/3/2016 0:00,0,10,3,0,0,2,Autumn,summer-time,0:0,0
10/3/2016 0:15,0,10,3,0,15,2,Autumn,summer-time,0:15,0
10/3/2016 0:30,0,10,3,0,30,2,Autumn,summer-time,0:30,0
10/3/2016 0:45,0,10,3,0,45,2,Autumn,summer-time,0:45,0
10/3/2016 1:00,0,10,3,1,0,2,Autumn,summer-time,1:0,0
10/3/2016 1:15,0,10,3,1,15,2,Autumn,summer-time,1:15,0
10/3/2016 1:30,0,10,3,1,30,2,Autumn,summer-time,1:30,0
10/3/2016 1:45,0,10,3,1,45,2,Autumn,summer-time,1:45,0
10/3/2016 2:00,0,10,3,2,0,2,Autumn,summer-time,2:0,0
10/3/2016 2:15,0,10,3,2,15,2,Autumn,summer-time,2:15,0
10/3/2016 2:30,0,10,3,2,30,2,Autumn,summer-time,2:30,0
10/3/2016 2:45,0,10,3,2,45,2,Autumn,summer-time,2:45,0
10/3/2016 3:00,0,10,3,3,0,2,Autumn,summer-time,3:0,0
10/3/2016 3:15,0,10,3,3,15,2,Autumn,summer-time,3:15,0
10/3/2016 3:30,0,10,3,3,30,2,Autumn,summer-time,3:30,0
10/3/2016 3:45,0,10,3,3,45,2,Autumn,summer-time,3:45,0
10/3/2016 4:00,0,10,3,4,0,2,Autumn,summer-time,4:0,0
10/3/2016 4:15,0,10,3,4,15,2,Autumn,summer-time,4:15,0
10/3/2016 4:30,0,10,3,4,30,2,Autumn,summer-time,4:30,0
10/3/2016 4:45,0,10,3,4,45,2,Autumn,summer-time,4:45,0
10/3/2016 5:00,0,10,3,5,0,2,Autumn,summer-time,5:0,0
10/3/2016 5:15,0,10,3,5,15,2,Autumn,summer-time,5:15,0
10/3/2016 5:30,0,10,3,5,30,2,Autumn,summer-time,5:30,0
10/3/2016 5:45,0,10,3,5,45,2,Autumn,summer-time,5:45,0
10/3/2016 6:00,0,10,3,6,0,2,Autumn,summer-time,6:0,0
10/3/2016 6:15,0,10,3,6,15,2,Autumn,summer-time,6:15,1.0375
10/3/2016 6:30,0,10,3,6,30,2,Autumn,summer-time,6:30,2.075
10/3/2016 6:45,0,10,3,6,45,2,Autumn,summer-time,6:45,3.1125
10/3/2016 7:00,0,10,3,7,0,2,Autumn,summer-time,7:0,4.15
10/3/2016 7:15,0,10,3,7,15,2,Autumn,summer-time,7:15,20.4075
10/3/2016 7:30,0,10,3,7,30,2,Autumn,summer-time,7:30,36.665
10/3/2016 7:45,0,10,3,7,45,2,Autumn,summer-time,7:45,52.9225
10/3/2016 8:00,0,10,3,8,0,2,Autumn,summer-time,8:0,69.18
10/3/2016 8:15,0,10,3,8,15,2,Autumn,summer-time,8:15,66.8025
10/3/2016 8:30,0,10,3,8,30,2,Autumn,summer-time,8:30,64.425
10/3/2016 8:45,0,10,3,8,45,2,Autumn,summer-time,8:45,62.0475
10/3/2016 9:00,0,10,3,9,0,2,Autumn,summer-time,9:0,59.67
10/3/2016 9:15,0,10,3,9,15,2,Autumn,summer-time,9:15,91.2325
10/3/2016 9:30,0,10,3,9,30,2,Autumn,summer-time,9:30,122.795
10/3/2016 9:45,0,10,3,9,45,2,Autumn,summer-time,9:45,154.3575
10/3/2016 10:00,0,10,3,10,0,2,Autumn,summer-time,10:0,185.92
10/3/2016 10:15,0,10,3,10,15,2,Autumn,summer-time,10:15,194.6175
10/3/2016 10:30,0,10,3,10,30,2,Autumn,summer-time,10:30,203.315
10/3/2016 10:45,0,10,3,10,45,2,Autumn,summer-time,10:45,212.0125
10/3/2016 11:00,0,10,3,11,0,2,Autumn,summer-time,11:0,220.71
10/3/2016 11:15,0,10,3,11,15,2,Autumn,summer-time,11:15,225.285
10/3/2016 11:30,0,10,3,11,30,2,Autumn,summer-time,11:30,229.86
10/3/2016 11:45,0,10,3,11,45,2,Autumn,summer-time,11:45,234.435
10/3/2016 12:00,0,10,3,12,0,2,Autumn,summer-time,12:0,239.01
10/3/2016 12:15,0,10,3,12,15,2,Autumn,summer-time,12:15,239.3475
10/3/2016 12:30,0,10,3,12,30,2,Autumn,summer-time,12:30,239.685
10/3/2016 12:45,0,10,3,12,45,2,Autumn,summer-time,12:45,240.0225
10/3/2016 13:00,0,10,3,13,0,2,Autumn,summer-time,13:0,240.36
10/3/2016 13:15,0,10,3,13,15,2,Autumn,summer-time,13:15,236.3075
10/3/2016 13:30,0,10,3,13,30,2,Autumn,summer-time,13:30,232.255
10/3/2016 13:45,0,10,3,13,45,2,Autumn,summer-time,13:45,228.2025
10/3/2016 14:00,0,10,3,14,0,2,Autumn,summer-time,14:0,224.15
10/3/2016 14:15,0,10,3,14,15,2,Autumn,summer-time,14:15,215.53
10/3/2016 14:30,0,10,3,14,30,2,Autumn,summer-time,14:30,206.91
10/3/2016 14:45,0,10,3,14,45,2,Autumn,summer-time,14:45,198.29
10/3/2016 15:00,0,10,3,15,0,2,Autumn,summer-time,15:0,189.67
10/3/2016 15:15,0,10,3,15,15,2,Autumn,summer-time,15:15,176.49
10/3/2016 15:30,0,10,3,15,30,2,Autumn,summer-time,15:30,163.31
10/3/2016 15:45,0,10,3,15,45,2,Autumn,summer-time,15:45,150.13
10/3/2016 16:00,0,10,3,16,0,2,Autumn,summer-time,16:0,136.95
10/3/2016 16:15,0,10,3,16,15,2,Autumn,summer-time,16:15,119.87
10/3/2016 16:30,0,10,3,16,30,2,Autumn,summer-time,16:30,102.79
10/3/2016 16:45,0,10,3,16,45,2,Autumn,summer-time,16:45,85.71
10/3/2016 17:00,0,10,3,17,0,2,Autumn,summer-time,17:0,68.63
10/3/2016 17:15,0,10,3,17,15,2,Autumn,summer-time,17:15,52.4275
10/3/2016 17:30,0,10,3,17,30,2,Autumn,summer-time,17:30,36.225
10/3/2016 17:45,0,10,3,17,45,2,Autumn,summer-time,17:45,20.0225
10/3/2016 18:00,0,10,3,18,0,2,Autumn,summer-time,18:0,3.82
10/3/2016 18:15,0,10,3,18,15,2,Autumn,summer-time,18:15,2.865
10/3/2016 18:30,0,10,3,18,30,2,Autumn,summer-time,18:30,1.91
10/3/2016 18:45,0,10,3,18,45,2,Autumn,summer-time,18:45,0.955
10/3/2016 19:00,0,10,3,19,0,2,Autumn,summer-time,19:0,0
10/3/2016 19:15,0,10,3,19,15,2,Autumn,summer-time,19:15,0
10/3/2016 19:30,0,10,3,19,30,2,Autumn,summer-time,19:30,0
10/3/2016 19:45,0,10,3,19,45,2,Autumn,summer-time,19:45,0
10/3/2016 20:00,0,10,3,20,0,2,Autumn,summer-time,20:0,0
10/3/2016 20:15,0,10,3,20,15,2,Autumn,summer-time,20:15,0
10/3/2016 20:30,0,10,3,20,30,2,Autumn,summer-time,20:30,0
10/3/2016 20:45,0,10,3,20,45,2,Autumn,summer-time,20:45,0
10/3/2016 21:00,0,10,3,21,0,2,Autumn,summer-time,21:0,0
10/3/2016 21:15,0,10,3,21,15,2,Autumn,summer-time,21:15,0
10/3/2016 21:30,0,10,3,21,30,2,Autumn,summer-time,21:30,0
10/3/2016 21:45,0,10,3,21,45,2,Autumn,summer-time,21:45,0
10/3/2016 22:00,0,10,3,22,0,2,Autumn,summer-time,22:0,0
10/3/2016 22:15,0,10,3,22,15,2,Autumn,summer-time,22:15,0
10/3/2016 22:30,0,10,3,22,30,2,Autumn,summer-time,22:30,0
10/3/2016 22:45,0,10,3,22,45,2,Autumn,summer-time,22:45,0
10/3/2016 23:00,0,10,3,23,0,2,Autumn,summer-time,23:0,0
10/3/2016 23:15,0,10,3,23,15,2,Autumn,summer-time,23:15,0
10/3/2016 23:30,0,10,3,23,30,2,Autumn,summer-time,23:30,0
10/3/2016 23:45,0,10,3,23,45,2,Autumn,summer-time,23:45,0
10/4/2016 0:00,0,10,4,0,0,3,Autumn,summer-time,0:0,0
10/4/2016 0:15,0,10,4,0,15,3,Autumn,summer-time,0:15,0
10/4/2016 0:30,0,10,4,0,30,3,Autumn,summer-time,0:30,0
10/4/2016 0:45,0,10,4,0,45,3,Autumn,summer-time,0:45,0
10/4/2016 1:00,0,10,4,1,0,3,Autumn,summer-time,1:0,0
10/4/2016 1:15,0,10,4,1,15,3,Autumn,summer-time,1:15,0
10/4/2016 1:30,0,10,4,1,30,3,Autumn,summer-time,1:30,0
10/4/2016 1:45,0,10,4,1,45,3,Autumn,summer-time,1:45,0
10/4/2016 2:00,0,10,4,2,0,3,Autumn,summer-time,2:0,0
10/4/2016 2:15,0,10,4,2,15,3,Autumn,summer-time,2:15,0
10/4/2016 2:30,0,10,4,2,30,3,Autumn,summer-time,2:30,0
10/4/2016 2:45,0,10,4,2,45,3,Autumn,summer-time,2:45,0
10/4/2016 3:00,0,10,4,3,0,3,Autumn,summer-time,3:0,0
10/4/2016 3:15,0,10,4,3,15,3,Autumn,summer-time,3:15,0
10/4/2016 3:30,0,10,4,3,30,3,Autumn,summer-time,3:30,0
10/4/2016 3:45,0,10,4,3,45,3,Autumn,summer-time,3:45,0
10/4/2016 4:00,0,10,4,4,0,3,Autumn,summer-time,4:0,0
10/4/2016 4:15,0,10,4,4,15,3,Autumn,summer-time,4:15,0
10/4/2016 4:30,0,10,4,4,30,3,Autumn,summer-time,4:30,0
10/4/2016 4:45,0,10,4,4,45,3,Autumn,summer-time,4:45,0
10/4/2016 5:00,0,10,4,5,0,3,Autumn,summer-time,5:0,0
10/4/2016 5:15,0,10,4,5,15,3,Autumn,summer-time,5:15,0
10/4/2016 5:30,0,10,4,5,30,3,Autumn,summer-time,5:30,0
10/4/2016 5:45,0,10,4,5,45,3,Autumn,summer-time,5:45,0
10/4/2016 6:00,0,10,4,6,0,3,Autumn,summer-time,6:0,0
10/4/2016 6:15,0,10,4,6,15,3,Autumn,summer-time,6:15,0.98
10/4/2016 6:30,0,10,4,6,30,3,Autumn,summer-time,6:30,1.96
10/4/2016 6:45,0,10,4,6,45,3,Autumn,summer-time,6:45,2.94
10/4/2016 7:00,0,10,4,7,0,3,Autumn,summer-time,7:0,3.92
10/4/2016 7:15,0,10,4,7,15,3,Autumn,summer-time,7:15,20.4325
10/4/2016 7:30,0,10,4,7,30,3,Autumn,summer-time,7:30,36.945
10/4/2016 7:45,0,10,4,7,45,3,Autumn,summer-time,7:45,53.4575
10/4/2016 8:00,0,10,4,8,0,3,Autumn,summer-time,8:0,69.97
10/4/2016 8:15,0,10,4,8,15,3,Autumn,summer-time,8:15,87.09
10/4/2016 8:30,0,10,4,8,30,3,Autumn,summer-time,8:30,104.21
10/4/2016 8:45,0,10,4,8,45,3,Autumn,summer-time,8:45,121.33
10/4/2016 9:00,0,10,4,9,0,3,Autumn,summer-time,9:0,138.45
10/4/2016 9:15,0,10,4,9,15,3,Autumn,summer-time,9:15,151.5425
10/4/2016 9:30,0,10,4,9,30,3,Autumn,summer-time,9:30,164.635
10/4/2016 9:45,0,10,4,9,45,3,Autumn,summer-time,9:45,177.7275
10/4/2016 10:00,0,10,4,10,0,3,Autumn,summer-time,10:0,190.82
10/4/2016 10:15,0,10,4,10,15,3,Autumn,summer-time,10:15,199.22
10/4/2016 10:30,0,10,4,10,30,3,Autumn,summer-time,10:30,207.62
10/4/2016 10:45,0,10,4,10,45,3,Autumn,summer-time,10:45,216.02
10/4/2016 11:00,0,10,4,11,0,3,Autumn,summer-time,11:0,224.42
10/4/2016 11:15,0,10,4,11,15,3,Autumn,summer-time,11:15,228.455
10/4/2016 11:30,0,10,4,11,30,3,Autumn,summer-time,11:30,232.49
10/4/2016 11:45,0,10,4,11,45,3,Autumn,summer-time,11:45,236.525
10/4/2016 12:00,0,10,4,12,0,3,Autumn,summer-time,12:0,240.56
10/4/2016 12:15,0,10,4,12,15,3,Autumn,summer-time,12:15,230.1325
10/4/2016 12:30,0,10,4,12,30,3,Autumn,summer-time,12:30,219.705
10/4/2016 12:45,0,10,4,12,45,3,Autumn,summer-time,12:45,209.2775
10/4/2016 13:00,0,10,4,13,0,3,Autumn,summer-time,13:0,198.85
10/4/2016 13:15,0,10,4,13,15,3,Autumn,summer-time,13:15,204.59
10/4/2016 13:30,0,10,4,13,30,3,Autumn,summer-time,13:30,210.33
10/4/2016 13:45,0,10,4,13,45,3,Autumn,summer-time,13:45,216.07
10/4/2016 14:00,0,10,4,14,0,3,Autumn,summer-time,14:0,221.81
